#"+EI TIC Scan FA_1.D "
#Point,X(Minutes),Y(Counts)
512,5.346,0.0520983673498124
513,5.349,0.0830757749632143
514,5.353,0.0834277909588212
515,5.356,0.0763874710466844
516,5.360,0.050690303367385
517,5.363,0.050690303367385
518,5.367,0.0792035990115391
519,5.370,0.0855398869324622
520,5.373,0.0559705433014876
521,5.377,0.0827237589676075
522,5.380,0.127077774414069
523,5.384,0.212969677342138
524,5.387,0.245003132942361
525,5.391,0.394961947070875
526,5.394,0.606523560430586
527,5.398,0.781123494251579
528,5.401,0.944458916213153
529,5.404,1.11765078605172
530,5.408,1.03633509106654
531,5.411,0.996909299558572
532,5.415,0.811748885869374
533,5.418,0.588922760650244
534,5.422,0.388977675145559
535,5.425,0.237610797034617
536,5.428,0.160871309992326
537,5.432,0.149606798132907
538,5.435,0.119333422510719
539,5.439,0.125317694436035
540,5.442,0.127077774414069
541,5.446,0.105604798682052
542,5.449,0.133414062334993
543,5.452,0.105956814677659
544,5.456,0.12813382240089
545,5.459,0.12144551848436
546,5.463,0.137990270277881
547,5.466,0.143622526207591
548,5.470,0.0908201268665648
549,5.473,0.11475721456783
550,5.476,0.0929322228402059
551,5.480,0.0897640788797443
552,5.483,0.083779806954428
553,5.487,0.0658269911784791
554,5.490,0.0672350551609065
555,5.494,0.101028590739163
556,5.497,0.0777955350291117
557,5.500,0.0767394870422912
558,5.504,0.0668830391652997
559,5.507,0.0732193270862228
560,5.511,0.0844838389456417
561,5.514,0.0989164947655221
562,5.518,0.11581326255465
563,5.521,0.168615661895677
564,5.524,0.173543885834172
565,5.528,0.223530157210344
566,5.531,0.335471243813319
567,5.535,0.424531290701849
568,5.538,0.507959081660671
569,5.542,0.527319961419047
570,5.545,0.55372116108956
571,5.548,0.47909377002091
572,5.552,0.384753483198277
573,5.555,0.314350284076908
574,5.559,0.20944951738607
575,5.562,0.173895901829779
576,5.566,0.12918987038771
577,5.569,0.113349150585403
578,5.572,0.0851878709368554
579,5.576,0.103492702708411
580,5.579,0.0735713430818296
581,5.583,0.114053182576616
582,5.586,0.092580206844599
583,5.590,0.173543885834172
584,5.593,0.215081773315779
585,5.596,0.293581340336105
586,5.600,0.517815529537662
587,5.603,0.835333957575032
588,5.607,1.15566851357726
589,5.610,1.44361759798365
590,5.614,1.78683319370032
591,5.617,1.93256781588155
592,5.620,1.86920493667232
593,5.624,1.77345658586726
594,5.627,1.52000506903034
595,5.631,1.17573342532685
596,5.634,0.883560148973169
597,5.638,0.670590471631031
598,5.641,0.629052584149424
599,5.644,0.674110631587099
600,5.648,1.23099993663712
601,5.651,2.408493441942
602,5.655,4.76312843655616
603,5.658,8.61805560444667
604,5.662,13.9841874414773
605,5.665,20.5978639669387
606,5.668,26.3184759115454
607,5.672,30.6715057132196
608,5.675,32.4660832588233
609,5.679,30.9545265736875
610,5.682,27.4519674173994
611,5.686,22.3544237850168
612,5.689,16.7844746865298
613,5.692,11.6651060624195
614,5.696,7.82883574229613
615,5.699,5.03523680116024
616,5.703,3.13646252085695
617,5.706,1.81605052133569
618,5.710,1.04759960292596
619,5.713,0.5815304247425
620,5.716,0.392497835101627
621,5.720,0.249227324889643
622,5.723,0.187272509662839
623,5.727,0.167559613908856
624,5.730,0.16263138997036
625,5.734,0.115461246559044
626,5.737,0.167911629904463
627,5.740,0.106308830673266
628,5.744,0.120389470497539
629,5.747,0.127077774414069
630,5.751,0.107716894655693
631,5.754,0.104548750695232
632,5.758,0.122853582466787
633,5.761,0.0936362548314195
634,5.764,0.0767394870422912
635,5.768,0.0961003668006674
636,5.771,0.101732622730377
637,5.775,0.0689951351389407
638,5.778,0.0834277909588212
639,5.782,0.092580206844599
640,5.785,0.0820197269763938
641,5.788,0.0883560148973169
642,5.792,0.0865959349192827
643,5.795,0.0587866712663423
644,5.799,0.0665310231696928
645,5.802,0.114053182576616
646,5.806,0.0704031991213681
647,5.809,0.0869479509148896
648,5.812,0.0975084307830948
649,5.816,0.085891902928069
650,5.819,0.0732193270862228
651,5.823,0.0735713430818296
652,5.826,0.0552665113102739
653,5.830,0.077091503037898
654,5.833,0.0753314230598638
655,5.836,0.0855398869324622
656,5.840,0.0848358549412485
657,5.843,0.0788515830159322
658,5.847,0.0528023993410261
659,5.850,0.0848358549412485
660,5.854,0.0623068312224107
661,5.857,0.0668830391652997
662,5.860,0.0848358549412485
663,5.864,0.0851878709368554
664,5.867,0.0968043987918811
665,5.871,0.0552665113102739
666,5.874,0.0587866712663423
667,5.878,0.0872999669104964
668,5.881,0.0728673110906159
669,5.884,0.0968043987918811
670,5.888,0.0616027992311971
671,5.891,0.0788515830159322
672,5.895,0.0679390871521202
673,5.898,0.0608987672399834
674,5.902,0.0855398869324622
675,5.905,0.0348495835650772
676,5.908,0.0566745752927013
677,5.912,0.0753314230598638
678,5.915,0.0830757749632143
679,5.919,0.0668830391652997
680,5.922,0.057378607283915
681,5.926,0.0478741754025303
682,5.929,0.0288653116397609
683,5.932,0.0598427192531629
684,5.936,0.0637148952048381
685,5.939,0.0633628792092313
686,5.943,0.0760354550510775
687,5.946,0.057378607283915
688,5.950,0.059490703257556
689,5.953,0.0753314230598638
690,5.956,0.0950443188138469
691,5.960,0.077091503037898
692,5.963,0.0668830391652997
693,5.967,0.0802596469983596
694,5.970,0.0746273910686502
695,5.974,0.0894120628841375
696,5.977,0.0510423193629919
697,5.980,0.0517463513542055
698,5.984,0.0707552151169749
699,5.987,0.0658269911784791
700,5.991,0.0774435190335049
701,5.994,0.0746273910686502
702,5.998,0.0876519829061033
703,6.001,0.0841318229500349
704,6.004,0.0777955350291117
705,6.008,0.0658269911784791
706,6.011,0.0253451516836925
707,6.015,0.0686431191433339
708,6.018,0.0482261913981371
709,6.022,0.0411858714860003
710,6.025,0.0499862713761713
711,6.028,0.0278092636529404
712,6.032,0.0577306232795218
713,6.035,0.0577306232795218
