#"+EI TIC Scan Mix_Terpene.D "
#Point,X(Minutes),Y(Counts)
899,6.673,0.0552708969180392
900,6.676,0.0663945994424244
901,6.680,0.0851658474523245
902,6.683,0.0834277689328893
903,6.687,0.0674374465540855
904,6.690,0.11506079798661
905,6.693,0.107413252501095
906,6.697,0.0948990871611616
907,6.700,0.116798876506045
908,6.704,0.106718021093321
909,6.707,0.131746351773188
910,6.711,0.106370405389434
911,6.714,0.098722859903919
912,6.717,0.0688279093696337
913,6.721,0.0785611490784708
914,6.724,0.0827325375251152
915,6.728,0.0490138142480725
916,6.731,0.0497090456558465
917,6.735,0.0639612895152151
918,6.738,0.0476233514325243
919,6.741,0.0827325375251152
920,6.745,0.0997657070155801
921,6.748,0.0698707564812948
922,6.752,0.0643089052191022
923,6.755,0.0455376572092021
924,6.759,0.0771706862629226
925,6.762,0.071956450704617
926,6.765,0.0622232109957799
927,6.769,0.0789087647823578
928,6.772,0.0632660581074411
929,6.776,0.044842425801428
930,6.779,0.0305901819420594
931,6.783,0.0566613597335873
932,6.786,0.071261219296843
933,6.789,0.054228049806378
934,6.793,0.0483185828402984
935,6.796,0.0316330290537205
936,6.800,0.0573565911413614
937,6.803,0.062570826699667
938,6.807,0.0740421449279393
939,6.810,0.0615279795880059
940,6.813,0.0650041366268762
941,6.817,0.0841230003406634
